timestamp,x,y,z,orientation_x,orientation_y,orientation_z,orientation_w
312.85,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
312.85,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
312.85,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
312.85,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
312.85,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
313.35,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
313.35,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
313.6,-9.041,0.038,-0.01,0.0,-0.0,0.005,1.0
314.35,-9.041,0.038,-0.01,0.0,-0.0,0.006,1.0
314.6,-9.042,0.038,-0.01,0.0,-0.0,0.006,1.0
314.6,-9.042,0.038,-0.01,0.0,-0.0,0.006,1.0
315.1,-9.042,0.038,-0.01,0.0,-0.0,0.006,1.0
315.35,-9.042,0.038,-0.01,0.0,-0.0,0.006,1.0
315.6,-9.042,0.038,-0.01,0.0,-0.0,0.007,1.0
315.6,-9.042,0.038,-0.01,0.0,-0.0,0.007,1.0
315.85,-9.042,0.038,-0.01,0.0,-0.0,0.007,1.0
315.85,-9.042,0.038,-0.01,0.0,-0.0,0.007,1.0
316.1,-9.042,0.038,-0.01,0.0,-0.0,0.007,1.0
316.35,-9.042,0.038,-0.01,0.0,-0.0,0.007,1.0
317.1,-9.042,0.038,-0.01,0.0,-0.0,0.008,1.0
317.1,-9.042,0.038,-0.01,0.0,-0.0,0.008,1.0
317.35,-9.042,0.038,-0.01,0.0,-0.0,0.008,1.0
317.6,-9.042,0.038,-0.01,0.0,-0.0,0.008,1.0
317.85,-9.042,0.038,-0.01,0.0,-0.0,0.008,1.0
318.1,-9.042,0.038,-0.01,0.0,-0.0,0.008,1.0
318.35,-9.042,0.038,-0.01,0.0,-0.0,0.009,1.0
318.6,-9.042,0.038,-0.01,0.0,-0.0,0.009,1.0
318.6,-9.042,0.038,-0.01,0.0,-0.0,0.009,1.0
318.85,-9.042,0.038,-0.01,0.0,-0.0,0.009,1.0
319.35,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
319.85,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
319.85,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
319.85,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
319.85,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
319.85,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
319.85,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
319.85,-9.042,0.038,-0.01,0.0,-0.0,0.01,1.0
320.6,-9.042,0.038,-0.01,0.0,-0.0,0.011,1.0
320.85,-9.042,0.038,-0.01,0.0,-0.0,0.011,1.0
321.1,-9.04,0.038,-0.01,0.0,-0.0,0.013,1.0
321.1,-9.039,0.038,-0.01,0.0,-0.0,0.013,1.0
321.6,-8.763,0.075,-0.01,0.0,-0.0,0.106,0.994
321.85,-8.571,0.127,-0.01,0.0,-0.0,0.157,0.988
321.85,-8.57,0.127,-0.01,0.0,-0.0,0.158,0.987
322.1,-8.383,0.197,-0.01,0.0,-0.0,0.194,0.981
322.85,-7.838,0.448,-0.01,0.0,-0.0,0.222,0.975
323.1,-7.657,0.534,-0.01,0.0,-0.0,0.209,0.978
323.1,-7.657,0.534,-0.01,0.0,-0.0,0.209,0.978
324.6,-6.479,0.688,-0.01,0.0,-0.0,-0.005,1.0
325.6,-5.679,0.679,-0.01,0.0,-0.0,-0.005,1.0
326.1,-5.28,0.675,-0.01,0.0,-0.0,-0.006,1.0
326.6,-4.88,0.67,-0.01,0.0,-0.0,-0.006,1.0
326.6,-4.88,0.67,-0.01,0.0,-0.0,-0.006,1.0
326.85,-4.681,0.666,-0.01,-0.0,-0.0,-0.024,1.0
326.85,-4.68,0.666,-0.01,-0.0,-0.0,-0.024,1.0
327.1,-4.48,0.652,-0.01,-0.0,-0.0,-0.044,0.999
327.35,-4.282,0.631,-0.01,-0.0,-0.0,-0.062,0.998
327.6,-4.085,0.604,-0.01,-0.0,-0.0,-0.072,0.997
327.6,-4.084,0.604,-0.01,-0.0,-0.0,-0.072,0.997
327.6,-4.084,0.604,-0.01,-0.0,-0.0,-0.072,0.997
328.1,-3.687,0.553,-0.01,0.0,-0.0,-0.048,0.999
328.85,-3.088,0.519,-0.01,0.0,-0.0,-0.013,1.0
328.85,-3.088,0.519,-0.01,0.0,-0.0,-0.013,1.0
329.1,-2.889,0.515,-0.01,0.0,-0.0,-0.01,1.0
329.35,-2.688,0.511,-0.01,0.0,-0.0,-0.01,1.0
329.6,-2.488,0.507,-0.01,0.0,-0.0,-0.003,1.0
329.85,-2.288,0.508,-0.01,0.0,-0.0,0.003,1.0
330.35,-1.888,0.513,-0.01,0.0,-0.0,0.02,1.0
330.85,-1.489,0.541,-0.01,0.0,-0.0,0.043,0.999
331.35,-1.09,0.566,-0.01,0.0,-0.0,0.018,1.0
331.6,-0.891,0.573,-0.01,0.0,-0.0,0.018,1.0
331.6,-0.891,0.573,-0.01,0.0,-0.0,0.018,1.0
331.6,-0.89,0.573,-0.01,0.0,-0.0,0.018,1.0
331.6,-0.889,0.573,-0.01,0.0,-0.0,0.018,1.0
331.6,-0.888,0.573,-0.01,0.0,-0.0,0.018,1.0
332.1,-0.49,0.585,-0.01,-0.0,-0.0,0.006,1.0
332.35,-0.291,0.587,-0.01,0.0,-0.0,0.005,1.0
332.35,-0.29,0.587,-0.01,0.0,-0.0,0.005,1.0
333.1,0.31,0.592,-0.01,-0.0,-0.0,-0.006,1.0
333.35,0.51,0.589,-0.01,-0.0,-0.0,-0.011,1.0
333.6,0.71,0.581,-0.01,-0.0,-0.0,-0.028,1.0
333.85,0.909,0.568,-0.01,-0.0,-0.0,-0.035,0.999
334.1,1.109,0.557,-0.01,0.0,-0.0,-0.022,1.0
334.6,1.508,0.548,-0.01,0.0,-0.0,-0.008,1.0
334.6,1.509,0.548,-0.01,0.0,-0.0,-0.008,1.0
334.6,1.509,0.548,-0.01,0.0,-0.0,-0.008,1.0
334.85,1.708,0.544,-0.01,0.0,-0.0,-0.008,1.0
334.85,1.709,0.544,-0.01,0.0,-0.0,-0.008,1.0
335.1,1.909,0.541,-0.01,0.0,-0.0,-0.009,1.0
335.35,2.108,0.537,-0.01,0.0,-0.0,-0.009,1.0
335.6,2.308,0.534,-0.01,0.0,-0.0,-0.009,1.0
336.1,2.708,0.527,-0.01,0.0,-0.0,-0.009,1.0
336.1,2.708,0.527,-0.01,0.0,-0.0,-0.009,1.0
336.1,2.709,0.527,-0.01,0.0,-0.0,-0.009,1.0
336.6,3.108,0.519,-0.01,0.0,-0.0,-0.009,1.0
336.85,3.308,0.515,-0.01,0.0,-0.0,-0.01,1.0
336.85,3.309,0.515,-0.01,0.0,-0.0,-0.01,1.0
337.1,3.507,0.512,-0.01,0.0,-0.0,-0.01,1.0
337.1,3.508,0.511,-0.01,0.0,-0.0,-0.01,1.0
337.1,3.509,0.511,-0.01,0.0,-0.0,-0.01,1.0
337.35,3.708,0.508,-0.01,0.0,-0.0,-0.006,1.0
337.6,3.909,0.508,-0.01,0.0,-0.0,0.003,1.0
337.6,3.91,0.508,-0.01,0.0,-0.0,0.003,1.0
337.85,4.107,0.509,-0.01,0.0,-0.0,0.004,1.0
337.85,4.108,0.509,-0.01,0.0,-0.0,0.004,1.0
338.1,4.308,0.511,-0.01,0.0,-0.0,0.004,1.0
338.35,4.509,0.512,-0.01,0.0,-0.0,0.004,1.0
338.85,4.908,0.516,-0.01,0.0,-0.0,0.004,1.0
339.1,5.107,0.519,-0.01,0.0,-0.0,0.018,1.0
339.35,5.308,0.533,-0.01,0.0,-0.0,0.056,0.998
339.6,5.505,0.565,-0.01,0.0,-0.0,0.107,0.994
339.6,5.506,0.566,-0.01,0.0,-0.0,0.107,0.994
339.85,5.697,0.619,-0.01,0.0,-0.0,0.169,0.986
339.85,5.698,0.619,-0.01,0.0,-0.0,0.169,0.986
340.1,5.88,0.7,-0.01,0.0,-0.0,0.25,0.968
340.1,5.881,0.7,-0.01,0.0,-0.0,0.251,0.968
340.35,6.047,0.811,-0.01,0.0,-0.0,0.329,0.944
341.35,6.473,1.469,-0.01,0.0,-0.0,0.628,0.778
341.35,6.473,1.47,-0.01,0.0,-0.0,0.628,0.778
341.6,6.506,1.667,-0.01,0.0,-0.0,0.661,0.75
342.1,6.534,2.067,-0.01,0.0,-0.0,0.698,0.716
342.6,6.536,2.467,-0.01,0.0,-0.0,0.707,0.707
342.85,6.536,2.667,-0.01,0.0,-0.0,0.707,0.707
343.6,6.503,3.265,-0.01,0.0,-0.0,0.751,0.66
344.6,6.318,4.042,-0.01,0.0,-0.0,0.8,0.599
344.6,6.317,4.043,-0.01,0.0,-0.0,0.8,0.6
344.85,6.267,4.236,-0.01,0.0,-0.0,0.782,0.623
345.1,6.23,4.432,-0.01,0.0,-0.0,0.754,0.657
345.35,6.209,4.629,-0.01,0.0,-0.0,0.733,0.68
345.35,6.209,4.63,-0.01,0.0,-0.0,0.733,0.68
345.35,6.209,4.631,-0.01,0.0,-0.0,0.733,0.68
345.6,6.2,4.83,-0.01,0.0,-0.0,0.715,0.699
346.1,6.201,5.226,-0.01,0.0,-0.0,0.702,0.713
346.1,6.201,5.226,-0.01,0.0,-0.0,0.702,0.713
346.1,6.201,5.227,-0.01,0.0,-0.0,0.702,0.713
346.1,6.201,5.228,-0.01,0.0,-0.0,0.702,0.713
346.1,6.201,5.229,-0.01,0.0,-0.0,0.702,0.713
346.1,6.201,5.23,-0.01,0.0,-0.0,0.702,0.713
346.1,6.201,5.23,-0.01,0.0,-0.0,0.702,0.713
346.35,6.204,5.43,-0.01,0.0,-0.0,0.701,0.713
346.35,6.204,5.431,-0.01,0.0,-0.0,0.701,0.713
346.35,6.204,5.432,-0.01,0.0,-0.0,0.701,0.713
346.6,6.207,5.628,-0.01,0.0,-0.0,0.701,0.713
346.6,6.207,5.629,-0.01,0.0,-0.0,0.701,0.713
346.6,6.207,5.629,-0.01,0.0,-0.0,0.701,0.713
346.6,6.207,5.63,-0.01,0.0,-0.0,0.701,0.713
347.35,6.218,6.23,-0.01,0.0,-0.0,0.7,0.714
348.1,6.23,6.83,-0.01,0.0,-0.0,0.7,0.714
348.1,6.23,6.831,-0.01,0.0,-0.0,0.7,0.714
348.1,6.23,6.831,-0.01,0.0,-0.0,0.7,0.714
348.35,6.234,7.029,-0.01,0.0,-0.0,0.695,0.719
348.35,6.234,7.03,-0.01,0.0,-0.0,0.695,0.719
348.6,6.248,7.229,-0.01,0.0,-0.0,0.664,0.747
348.85,6.281,7.426,-0.01,0.0,-0.0,0.624,0.781
348.85,6.282,7.427,-0.01,0.0,-0.0,0.624,0.782
349.1,6.332,7.604,-0.01,0.0,-0.0,0.58,0.815
349.6,6.507,7.945,-0.01,0.0,-0.0,0.452,0.892
349.85,6.638,8.095,-0.01,0.0,-0.0,0.372,0.928
350.35,6.956,8.334,-0.01,0.0,-0.0,0.272,0.962
350.35,6.957,8.335,-0.01,0.0,-0.0,0.272,0.962
351.6,7.85,8.782,-0.01,0.0,-0.0,0.21,0.978
351.85,8.029,8.863,-0.01,0.0,-0.0,0.213,0.977
352.1,8.215,8.945,-0.01,0.0,-0.0,0.192,0.981
352.1,8.216,8.945,-0.01,0.0,-0.0,0.191,0.982
352.1,8.217,8.945,-0.01,0.0,-0.0,0.191,0.982
352.1,8.217,8.946,-0.01,0.0,-0.0,0.191,0.982
352.35,8.403,9.014,-0.01,0.0,-0.0,0.157,0.988
353.1,8.804,9.107,-0.01,-0.0,0.0,0.078,0.997
353.1,8.804,9.107,-0.01,-0.0,0.0,0.078,0.997
353.35,8.855,9.114,-0.01,-0.0,0.0,0.064,0.998
353.6,8.894,9.119,-0.01,0.0,-0.0,0.06,0.998
353.85,8.907,9.121,-0.01,0.0,-0.0,0.069,0.998
353.85,8.907,9.121,-0.01,0.0,-0.0,0.069,0.998
353.85,8.907,9.121,-0.01,0.0,-0.0,0.069,0.998
354.35,8.907,9.121,-0.01,0.0,-0.0,0.041,0.999
354.85,8.908,9.121,-0.01,0.0,-0.0,0.011,1.0
355.6,8.908,9.121,-0.01,0.0,-0.0,0.01,1.0
355.6,8.908,9.121,-0.01,0.0,-0.0,0.01,1.0
356.1,8.908,9.121,-0.01,0.0,-0.0,0.011,1.0
356.35,8.908,9.121,-0.01,0.0,-0.0,0.011,1.0
357.1,8.908,9.121,-0.01,0.0,-0.0,0.012,1.0
357.6,8.908,9.121,-0.01,0.0,-0.0,0.012,1.0
357.85,8.907,9.121,-0.01,0.0,-0.0,0.013,1.0
358.1,8.907,9.121,-0.01,0.0,-0.0,0.013,1.0
358.35,8.907,9.121,-0.01,0.0,-0.0,0.013,1.0
358.6,8.907,9.121,-0.01,0.0,-0.0,0.013,1.0
358.6,8.907,9.121,-0.01,0.0,-0.0,0.013,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
359.6,8.907,9.121,-0.01,0.0,-0.0,0.015,1.0
360.6,8.907,9.121,-0.01,0.0,-0.0,0.016,1.0
362.35,8.907,9.121,-0.01,0.0,-0.0,0.018,1.0
362.35,8.907,9.121,-0.01,0.0,-0.0,0.018,1.0
362.6,8.907,9.121,-0.01,0.0,-0.0,0.018,1.0
362.6,8.907,9.121,-0.01,0.0,-0.0,0.018,1.0
362.6,8.907,9.121,-0.01,0.0,-0.0,0.018,1.0
362.6,8.907,9.121,-0.01,0.0,-0.0,0.018,1.0
362.85,8.907,9.121,-0.01,0.0,-0.0,0.019,1.0
363.35,8.907,9.121,-0.01,0.0,-0.0,0.019,1.0
363.6,8.907,9.121,-0.01,0.0,-0.0,0.02,1.0
363.6,8.907,9.121,-0.01,0.0,-0.0,0.02,1.0
363.85,8.907,9.121,-0.01,0.0,-0.0,0.02,1.0
364.35,8.907,9.121,-0.01,0.0,-0.0,0.021,1.0
364.85,8.907,9.121,-0.01,0.0,-0.0,0.021,1.0
364.85,8.907,9.121,-0.01,0.0,-0.0,0.021,1.0
365.35,8.907,9.121,-0.01,0.0,-0.0,0.022,1.0
365.35,8.907,9.121,-0.01,0.0,-0.0,0.022,1.0
365.6,8.907,9.121,-0.01,0.0,-0.0,0.022,1.0
365.85,8.907,9.121,-0.01,0.0,-0.0,0.023,1.0
366.1,8.907,9.121,-0.01,0.0,-0.0,0.023,1.0
366.6,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
366.6,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
366.6,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
366.6,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
366.6,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
366.6,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
366.6,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
367.1,8.907,9.121,-0.01,0.0,-0.0,0.024,1.0
367.6,8.907,9.121,-0.01,0.0,-0.0,0.025,1.0
367.6,8.907,9.121,-0.01,0.0,-0.0,0.025,1.0
367.85,8.907,9.121,-0.01,0.0,-0.0,0.025,1.0
368.6,8.906,9.121,-0.01,-0.0,-0.0,0.026,1.0
368.85,8.906,9.121,-0.01,0.0,-0.0,0.024,1.0
368.85,8.906,9.121,-0.01,0.0,-0.0,0.024,1.0
369.1,8.921,9.12,-0.01,-0.0,-0.0,-0.029,1.0
369.35,8.948,9.116,-0.01,-0.0,0.0,-0.131,0.991
369.6,8.993,9.098,-0.01,-0.0,-0.0,-0.245,0.969
370.1,9.067,9.034,-0.01,-0.0,-0.0,-0.461,0.887
370.1,9.067,9.034,-0.01,-0.0,-0.0,-0.462,0.887
370.1,9.067,9.033,-0.01,-0.0,-0.0,-0.462,0.887
371.1,9.102,8.506,-0.01,-0.0,0.0,-0.808,0.59
371.35,9.042,8.373,-0.01,-0.0,-0.0,-0.873,0.487
371.35,9.042,8.372,-0.01,-0.0,-0.0,-0.874,0.487
372.1,8.743,8.101,-0.01,-0.0,0.0,-0.966,0.257
372.85,8.173,7.93,-0.01,-0.0,0.0,-1.0,0.024
374.1,7.27,8.291,-0.01,-0.0,0.0,-0.952,-0.305
374.35,7.105,8.403,-0.01,-0.0,0.0,-0.962,-0.274
374.35,7.104,8.403,-0.01,-0.0,0.0,-0.962,-0.274
374.85,6.754,8.598,-0.01,-0.0,0.0,-0.971,-0.239
375.1,6.577,8.691,-0.01,-0.0,0.0,-0.971,-0.24
375.35,6.401,8.784,-0.01,-0.0,0.0,-0.97,-0.243
375.35,6.4,8.785,-0.01,-0.0,0.0,-0.97,-0.243
375.6,6.224,8.877,-0.01,-0.0,0.0,-0.973,-0.232
375.85,6.044,8.965,-0.01,-0.0,0.0,-0.976,-0.218
376.35,5.675,9.12,-0.01,-0.0,0.0,-0.984,-0.177
376.35,5.674,9.121,-0.01,-0.0,0.0,-0.984,-0.177
376.6,5.486,9.184,-0.01,-0.0,0.0,-0.99,-0.14
377.1,5.094,9.263,-0.01,-0.0,-0.0,-0.998,-0.065
377.6,4.694,9.292,-0.01,-0.0,-0.0,-1.0,-0.013
377.6,4.693,9.292,-0.01,-0.0,-0.0,-1.0,-0.013
377.85,4.495,9.294,-0.01,-0.0,-0.0,-1.0,0.004
378.1,4.295,9.29,-0.01,-0.0,-0.0,-1.0,0.014
378.35,4.094,9.284,-0.01,-0.0,-0.0,-1.0,0.015
378.85,3.695,9.272,-0.01,-0.0,-0.0,-1.0,0.015
379.1,3.495,9.266,-0.01,-0.0,-0.0,-1.0,0.016
379.35,3.294,9.261,-0.01,-0.0,0.0,-1.0,0.005
379.85,2.896,9.259,-0.01,-0.0,-0.0,-1.0,0.002
379.85,2.895,9.259,-0.01,-0.0,-0.0,-1.0,0.002
380.35,2.495,9.258,-0.01,-0.0,0.0,-1.0,-0.007
380.6,2.301,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.6,2.3,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.6,2.299,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.6,2.299,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.6,2.298,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.6,2.297,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.6,2.296,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.6,2.295,9.262,-0.01,-0.0,-0.0,-1.0,-0.011
380.85,2.096,9.267,-0.01,-0.0,-0.0,-1.0,-0.011
380.85,2.095,9.267,-0.01,-0.0,-0.0,-1.0,-0.011
381.1,1.896,9.271,-0.01,-0.0,-0.0,-1.0,-0.011
381.6,1.497,9.28,-0.01,-0.0,-0.0,-1.0,-0.011
381.6,1.496,9.28,-0.01,-0.0,-0.0,-1.0,-0.011
382.1,1.097,9.282,-0.01,-0.0,-0.0,-1.0,0.002
382.1,1.096,9.282,-0.01,-0.0,-0.0,-1.0,0.002
382.6,0.697,9.28,-0.01,-0.0,-0.0,-1.0,0.002
382.6,0.696,9.28,-0.01,-0.0,-0.0,-1.0,0.002
382.85,0.496,9.282,-0.01,-0.0,0.0,-1.0,-0.011
383.35,0.096,9.286,-0.01,-0.0,-0.0,-1.0,0.002
383.6,-0.104,9.285,-0.01,-0.0,-0.0,-1.0,0.002
383.85,-0.305,9.285,-0.01,-0.0,-0.0,-1.0,0.002
383.85,-0.306,9.285,-0.01,-0.0,-0.0,-1.0,0.002
384.35,-0.703,9.283,-0.01,-0.0,-0.0,-1.0,0.002
384.35,-0.704,9.283,-0.01,-0.0,-0.0,-1.0,0.002
384.6,-0.904,9.282,-0.01,-0.0,-0.0,-1.0,0.002
384.85,-1.103,9.281,-0.01,-0.0,-0.0,-1.0,0.003
384.85,-1.104,9.281,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.296,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.297,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.298,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.298,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.299,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.3,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.301,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.302,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.302,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.303,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.304,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.305,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.1,-1.306,9.28,-0.01,-0.0,-0.0,-1.0,0.003
385.35,-1.504,9.279,-0.01,-0.0,-0.0,-1.0,0.003
385.85,-1.904,9.276,-0.01,-0.0,-0.0,-1.0,0.003
386.35,-2.304,9.274,-0.01,-0.0,-0.0,-1.0,0.003
387.1,-2.904,9.271,-0.01,-0.0,-0.0,-1.0,0.003
387.35,-3.103,9.27,-0.01,-0.0,-0.0,-1.0,0.003
387.6,-3.304,9.268,-0.01,-0.0,-0.0,-1.0,0.003
387.85,-3.503,9.267,-0.01,-0.0,-0.0,-1.0,0.003
387.85,-3.504,9.267,-0.01,-0.0,-0.0,-1.0,0.003
388.1,-3.703,9.266,-0.01,-0.0,-0.0,-1.0,0.003
388.1,-3.704,9.266,-0.01,-0.0,-0.0,-1.0,0.003
388.35,-3.904,9.265,-0.01,-0.0,-0.0,-1.0,0.003
388.85,-4.304,9.262,-0.01,-0.0,-0.0,-1.0,0.003
389.85,-5.091,9.172,-0.01,-0.0,-0.0,-0.987,0.161
389.85,-5.091,9.172,-0.01,-0.0,-0.0,-0.987,0.161
390.1,-5.265,9.1,-0.01,-0.0,-0.0,-0.974,0.228
390.1,-5.266,9.1,-0.01,-0.0,-0.0,-0.974,0.228
390.35,-5.439,9.0,-0.01,-0.0,-0.0,-0.956,0.294
390.85,-5.746,8.743,-0.01,-0.0,-0.0,-0.926,0.377
391.1,-5.885,8.6,-0.01,-0.0,-0.0,-0.918,0.398
391.35,-6.021,8.455,-0.01,-0.0,-0.0,-0.918,0.397
391.35,-6.022,8.454,-0.01,-0.0,-0.0,-0.918,0.397
391.35,-6.022,8.454,-0.01,-0.0,-0.0,-0.918,0.397
391.6,-6.159,8.309,-0.01,-0.0,-0.0,-0.919,0.395
392.1,-6.435,8.02,-0.01,-0.0,-0.0,-0.92,0.391
392.1,-6.435,8.02,-0.01,-0.0,-0.0,-0.92,0.391
392.6,-6.694,7.733,-0.01,-0.0,-0.0,-0.902,0.432
392.85,-6.812,7.571,-0.01,-0.0,-0.0,-0.879,0.477
393.1,-6.907,7.396,-0.01,-0.0,-0.0,-0.833,0.553
393.1,-6.907,7.395,-0.01,-0.0,-0.0,-0.833,0.554
393.6,-6.976,7.005,-0.01,-0.0,-0.0,-0.686,0.728
393.85,-6.944,6.822,-0.01,-0.0,-0.0,-0.595,0.804
394.1,-6.863,6.639,-0.01,0.0,-0.0,-0.493,0.87
394.35,-6.742,6.481,-0.01,-0.0,-0.0,-0.393,0.92
394.6,-6.591,6.35,-0.01,-0.0,-0.0,-0.306,0.952
394.85,-6.425,6.253,-0.01,0.0,-0.0,-0.216,0.976
395.35,-6.227,6.182,-0.01,0.0,-0.0,-0.128,0.992
395.6,-6.17,6.168,-0.01,0.0,-0.0,-0.111,0.994
395.6,-6.17,6.168,-0.01,0.0,-0.0,-0.111,0.994
395.85,-6.131,6.16,-0.01,-0.0,-0.0,-0.096,0.995
396.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.068,0.998
396.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.068,0.998
396.6,-6.107,6.155,-0.01,-0.0,-0.0,-0.054,0.999
396.85,-6.107,6.155,-0.01,-0.0,-0.0,-0.043,0.999
397.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.044,0.999
397.6,-6.107,6.155,-0.01,-0.0,-0.0,-0.045,0.999
397.85,-6.107,6.155,-0.01,-0.0,-0.0,-0.046,0.999
397.85,-6.107,6.155,-0.01,-0.0,-0.0,-0.046,0.999
398.1,-6.107,6.155,-0.01,-0.0,-0.0,-0.047,0.999
398.1,-6.107,6.155,-0.01,-0.0,-0.0,-0.047,0.999
398.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.047,0.999
398.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.047,0.999
398.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.047,0.999
398.6,-6.107,6.155,-0.01,-0.0,-0.0,-0.048,0.999
398.6,-6.107,6.155,-0.01,-0.0,-0.0,-0.048,0.999
398.6,-6.107,6.155,-0.01,-0.0,-0.0,-0.048,0.999
398.6,-6.107,6.155,-0.01,-0.0,-0.0,-0.048,0.999
399.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.051,0.999
399.35,-6.107,6.155,-0.01,-0.0,-0.0,-0.051,0.999
399.85,-6.107,6.155,-0.01,-0.0,-0.0,-0.052,0.999
400.1,-6.108,6.155,-0.01,-0.0,-0.0,-0.053,0.999
400.35,-6.108,6.155,-0.01,-0.0,-0.0,-0.054,0.999
400.35,-6.108,6.155,-0.01,-0.0,-0.0,-0.054,0.999
400.85,-6.108,6.155,-0.01,-0.0,-0.0,-0.056,0.998
400.85,-6.108,6.155,-0.01,-0.0,-0.0,-0.056,0.998
401.1,-6.108,6.155,-0.01,-0.0,-0.0,-0.057,0.998
401.1,-6.108,6.155,-0.01,-0.0,-0.0,-0.057,0.998
401.1,-6.108,6.155,-0.01,-0.0,-0.0,-0.057,0.998
401.35,-6.108,6.155,-0.01,-0.0,-0.0,-0.058,0.998
401.6,-6.108,6.155,-0.01,-0.0,-0.0,-0.058,0.998
401.85,-6.108,6.155,-0.01,-0.0,-0.0,-0.059,0.998
401.85,-6.108,6.155,-0.01,-0.0,-0.0,-0.059,0.998
402.1,-6.108,6.155,-0.01,-0.0,-0.0,-0.06,0.998
402.35,-6.108,6.155,-0.01,-0.0,-0.0,-0.061,0.998
402.6,-6.108,6.155,-0.01,-0.0,-0.0,-0.062,0.998
402.6,-6.108,6.155,-0.01,-0.0,-0.0,-0.062,0.998
402.85,-6.108,6.155,-0.01,-0.0,-0.0,-0.063,0.998
402.85,-6.108,6.155,-0.01,-0.0,-0.0,-0.063,0.998
403.1,-6.108,6.155,-0.01,-0.0,-0.0,-0.064,0.998
403.35,-6.108,6.156,-0.01,-0.0,-0.0,-0.065,0.998
403.6,-6.108,6.156,-0.01,-0.0,-0.0,-0.065,0.998
404.1,-6.109,6.156,-0.01,-0.0,-0.0,-0.067,0.998
404.1,-6.109,6.156,-0.01,-0.0,-0.0,-0.067,0.998
404.1,-6.109,6.156,-0.01,-0.0,-0.0,-0.067,0.998
404.35,-6.109,6.156,-0.01,-0.0,-0.0,-0.068,0.998
404.6,-6.109,6.156,-0.01,-0.0,-0.0,-0.069,0.998
405.35,-6.109,6.156,-0.01,-0.0,-0.0,-0.071,0.997
405.85,-6.109,6.156,-0.01,-0.0,-0.0,-0.073,0.997
406.35,-6.109,6.156,-0.01,-0.0,-0.0,-0.075,0.997
